,G3,school,sex,address,Pstatus,Medu,Fedu,Mjob,reason,traveltime,higher,internet,romantic,famrel,health,absences,Alcohol,Support,Social,Study,Repeater,Guardian,Fjob
242,2,0,1,1,1,4,3,4,0,1,1,1,0,5,3,0,1.0,0,1.25,0.25,0,1,0
243,2,0,1,1,1,4,4,3,0,1,1,1,0,5,5,0,1.5,0,0.6666666666666666,0.3333333333333333,0,1,0
244,2,0,0,1,1,2,1,2,0,2,1,1,1,4,3,0,1.0,0,1.0,0.75,0,0,0
245,0,0,1,1,1,2,1,2,0,3,1,1,0,4,4,6,1.0,0,1.0,0.3333333333333333,0,1,0
246,2,0,1,1,1,2,3,2,0,2,1,1,0,5,2,4,1.0,0,1.0,0.5,0,1,0
247,2,0,1,1,1,3,1,3,2,1,0,1,1,5,1,16,5.0,0,1.25,0.25,1,1,0
248,2,0,1,0,1,3,3,2,0,1,1,1,1,4,5,8,2.0,0,1.0,0.6666666666666666,1,1,0
249,1,0,1,1,1,0,2,2,2,1,1,1,0,4,5,0,3.0,0,0.6666666666666666,0.3333333333333333,0,1,0
250,2,0,1,1,1,3,2,3,0,2,0,1,0,4,5,0,3.0,0,1.25,0.25,1,1,0
251,2,0,1,1,1,3,3,0,3,3,1,1,0,5,2,6,2.0,1,1.0,0.6666666666666666,0,0,0
252,2,0,1,1,1,2,1,3,2,1,0,1,0,3,5,4,3.5,0,2.5,0.5,1,1,0
253,2,0,1,0,1,2,1,2,0,2,1,0,0,3,3,0,2.0,0,0.6666666666666666,0.3333333333333333,0,1,0
254,2,0,1,0,1,2,1,2,0,1,1,1,0,4,5,0,3.0,0,0.5,0.25,0,1,0
255,2,0,1,1,1,1,1,1,0,2,1,1,0,4,5,2,1.5,0,1.0,0.25,1,1,0
256,2,0,0,1,1,4,2,4,3,1,1,1,0,4,4,6,1.0,0,1.5,2.0,0,1,0
257,2,0,1,1,0,4,3,3,3,1,1,1,0,4,1,12,1.0,0,0.3333333333333333,0.6666666666666666,0,1,0
258,1,0,1,1,1,2,1,2,1,1,1,1,0,5,4,8,1.5,0,2.0,1.0,0,1,0
259,2,0,0,1,1,2,2,3,0,1,1,1,1,3,2,0,1.0,0,0.25,1.0,0,1,0
260,0,0,0,1,1,4,3,3,1,1,1,1,1,3,2,21,2.0,0,2.0,2.0,0,1,0
261,2,0,1,1,1,4,3,4,0,1,1,1,0,4,3,2,1.0,0,0.6666666666666666,0.6666666666666666,0,1,0
262,2,0,1,0,1,3,2,2,0,1,1,0,0,5,3,1,1.0,0,0.6666666666666666,1.0,0,1,0
263,2,0,0,1,1,3,3,2,1,1,1,0,0,3,4,4,1.0,0,1.5,1.5,0,1,0
264,2,0,0,1,1,2,2,0,1,1,1,1,1,4,3,0,1.0,0,1.0,1.0,0,1,0
265,1,0,1,0,0,3,4,2,3,2,1,1,0,4,1,13,3.5,0,2.5,1.0,0,1,0
266,2,0,1,1,1,3,1,3,2,1,1,1,1,5,5,2,3.5,0,1.0,0.5,0,1,0
267,2,0,0,0,1,4,4,4,3,2,1,1,0,4,4,8,2.0,0,1.3333333333333333,0.6666666666666666,0,1,0
268,2,0,1,1,1,4,2,1,3,1,1,1,1,5,5,10,2.0,0,1.25,0.5,0,1,0
269,2,0,0,0,1,2,1,2,3,2,0,1,1,4,3,0,1.5,0,1.6666666666666667,0.6666666666666666,0,1,0
270,2,0,0,1,1,3,3,2,1,1,1,1,0,4,5,15,3.0,0,1.6666666666666667,0.6666666666666666,1,0,0
271,1,0,0,1,1,2,3,2,3,1,1,1,1,4,2,4,2.0,0,1.0,0.8,0,1,0
272,2,0,0,1,1,1,1,2,1,2,1,0,0,4,3,2,1.0,0,0.75,0.5,0,1,0
273,1,0,1,0,1,1,2,0,1,1,1,0,1,3,1,2,2.0,0,0.4,0.4,0,1,0
274,2,0,0,1,1,2,4,0,3,2,1,1,1,4,1,2,1.0,0,1.0,0.6666666666666666,0,1,0
275,2,0,0,1,1,2,2,3,0,2,1,1,1,4,5,6,2.5,1,1.0,0.5,0,1,0
276,2,0,0,0,0,3,2,2,1,2,0,1,1,4,5,75,1.0,0,1.0,2.0,0,1,0
277,2,0,1,1,1,4,4,4,1,2,1,1,0,3,3,22,2.5,0,2.0,0.5,0,1,0
278,2,0,0,1,1,4,4,1,3,1,1,1,1,2,4,15,1.0,1,1.0,0.5,1,1,0
279,2,0,1,1,1,4,3,4,0,2,1,1,0,4,1,8,1.5,0,1.5,0.5,0,1,0
280,2,0,1,1,0,4,1,3,1,2,1,1,1,4,5,30,3.0,0,0.8,0.2,0,1,0
281,2,0,1,1,0,3,2,4,1,1,1,1,0,4,3,19,3.5,0,1.0,0.25,1,1,0
282,2,0,0,0,1,1,1,0,3,2,1,0,0,5,3,1,1.0,0,1.0,2.0,0,1,0
283,2,0,0,1,1,1,1,2,1,2,1,1,0,5,4,4,1.0,1,1.0,0.5,0,1,0
284,2,0,0,1,1,2,2,2,0,1,1,1,0,5,5,4,1.5,0,1.25,0.5,0,1,0
285,2,0,1,1,1,1,1,2,3,1,1,1,0,4,4,2,1.5,0,1.0,0.6666666666666666,0,1,0
286,0,0,0,1,1,2,2,0,2,1,1,1,0,4,2,5,1.5,0,1.0,1.0,0,1,0
287,2,0,0,1,1,1,1,3,3,1,1,1,0,4,3,6,1.0,0,1.0,1.0,0,1,1
288,1,0,1,1,1,2,1,3,3,1,1,1,0,4,2,6,2.0,0,2.0,1.5,0,1,0
289,1,0,1,1,0,4,4,4,3,1,1,1,0,5,2,9,1.0,0,0.75,0.5,0,1,1
290,2,0,1,1,1,4,2,4,1,1,1,1,1,4,5,11,2.5,0,0.6666666666666666,0.6666666666666666,0,1,0
291,1,0,0,1,1,4,3,1,3,1,1,1,0,4,3,0,1.5,0,1.0,1.5,0,1,0
292,2,0,0,1,1,2,1,3,3,1,1,1,1,5,5,12,1.0,0,0.75,0.5,1,1,0
293,0,0,0,0,1,3,1,3,3,2,1,0,0,3,3,6,1.0,0,2.0,4.0,0,1,0
294,1,0,1,0,1,3,2,3,3,2,1,1,0,5,4,8,1.0,0,0.5,0.75,0,1,0
295,2,0,1,1,1,3,3,1,1,1,1,1,0,4,5,4,2.0,0,0.75,0.25,0,1,0
296,2,0,0,1,1,4,4,1,3,2,1,1,0,2,2,0,2.5,0,1.3333333333333333,0.6666666666666666,0,0,0
297,2,0,0,1,1,4,3,2,1,2,1,1,1,4,2,10,1.5,0,1.25,0.5,0,0,0
298,1,0,0,1,1,4,3,2,3,1,1,1,0,4,3,0,1.0,0,1.0,1.3333333333333333,0,1,0
299,1,0,1,1,1,4,4,4,1,1,1,1,1,1,1,5,2.0,0,0.5,0.25,0,1,1
300,2,0,0,1,0,4,4,1,1,1,1,1,1,4,4,14,1.0,0,2.0,1.0,0,1,0
301,2,0,1,1,1,4,4,2,1,2,1,1,0,4,5,0,2.0,0,1.0,1.0,0,1,1
302,1,0,0,1,1,4,2,2,3,2,1,1,0,4,3,0,1.0,0,1.0,1.0,0,1,0
303,0,0,0,1,1,3,2,1,3,1,1,1,0,5,5,0,1.5,0,1.0,2.0,0,1,0
304,2,0,1,1,1,3,3,2,1,1,1,1,1,4,3,20,1.0,0,1.0,0.5,1,0,0
305,2,0,0,1,1,2,4,3,3,1,1,1,0,4,3,8,1.0,0,0.75,0.5,1,0,0
306,0,0,1,1,0,3,2,3,0,1,1,0,0,5,5,0,1.0,0,0.6,0.2,0,0,0
307,2,0,1,1,1,4,4,4,3,2,1,1,1,4,4,38,1.0,0,1.3333333333333333,0.3333333333333333,1,0,0
308,2,0,1,0,1,3,3,2,3,1,1,0,1,4,5,0,1.5,0,0.6,0.4,1,1,0
309,2,0,0,1,1,1,1,0,3,1,1,1,0,4,3,18,2.0,1,0.75,0.5,1,0,0
310,2,0,0,1,1,1,2,3,1,1,1,0,1,4,3,0,2.0,0,2.0,1.0,1,0,0
311,2,0,0,1,1,2,1,0,2,3,0,1,1,3,2,20,1.0,0,0.25,0.5,0,0,0
312,2,0,1,1,1,1,2,2,0,1,1,1,0,4,4,3,2.0,0,0.4,0.4,1,0,0
313,2,0,0,1,1,3,2,3,3,2,1,1,1,4,1,22,1.5,0,1.0,1.0,1,0,0
314,2,0,0,1,1,1,1,0,1,1,1,1,1,4,3,14,1.0,0,2.0,3.0,1,0,0
315,2,0,0,0,1,2,3,2,3,1,1,1,1,4,3,40,1.0,0,2.0,3.0,1,0,0
316,2,0,0,1,1,2,1,3,0,2,1,1,0,5,1,0,1.5,0,1.0,0.6666666666666666,0,1,0
317,2,0,0,1,1,4,3,2,0,1,1,1,1,4,5,9,1.0,0,1.3333333333333333,1.0,0,1,0
318,2,0,0,0,1,3,4,0,0,1,1,1,0,4,5,0,3.5,0,1.3333333333333333,1.0,0,1,0
319,2,0,0,1,1,4,4,4,0,1,1,1,0,4,5,2,3.0,0,1.0,0.5,0,1,0
320,2,0,0,1,0,4,3,3,0,1,1,1,1,5,5,23,1.5,0,1.0,1.0,0,1,0
321,2,0,0,1,1,2,2,2,0,1,1,0,1,4,3,12,1.0,0,1.0,1.0,0,1,0
322,2,0,0,0,1,2,2,3,0,1,1,1,0,3,3,3,2.0,0,0.6666666666666666,1.0,0,1,0
323,1,0,0,1,1,3,1,3,0,1,1,1,0,3,5,1,2.5,0,0.75,0.75,0,1,0
324,1,0,0,1,1,0,2,0,1,2,1,1,0,3,2,0,2.5,0,1.0,1.0,0,1,0
325,2,0,1,1,1,4,4,2,0,1,1,1,0,4,3,3,2.0,0,1.0,1.0,0,1,0
326,1,0,1,1,1,3,3,2,3,1,1,1,0,4,5,3,4.0,0,1.6666666666666667,0.3333333333333333,0,1,0
327,2,0,1,0,1,2,2,3,0,4,1,1,0,4,4,8,5.0,0,1.25,0.25,0,1,0
328,2,0,0,1,1,4,4,4,0,1,1,1,0,5,4,7,2.0,0,1.0,0.75,0,1,0
329,1,0,0,1,1,4,4,4,0,2,1,1,1,4,4,4,1.5,0,1.0,1.0,0,1,1
330,2,0,1,1,1,2,2,2,0,1,1,1,0,4,5,2,3.0,0,1.0,0.8,0,1,0
331,1,0,0,0,1,2,4,0,0,1,1,1,1,4,5,7,1.0,0,0.75,0.75,0,1,0
332,2,0,0,1,1,3,3,3,1,1,1,1,0,5,4,0,1.0,0,1.3333333333333333,0.6666666666666666,0,1,0
333,2,0,0,1,1,2,2,2,1,1,1,1,1,4,2,0,1.0,0,1.0,0.6666666666666666,0,0,0
334,2,0,0,0,1,2,2,0,0,2,1,0,0,4,4,0,1.0,0,1.0,1.0,0,1,0
335,1,0,0,1,1,3,4,3,0,1,1,1,0,4,5,16,2.0,0,1.25,0.75,0,1,0
336,2,0,0,0,0,3,1,3,1,1,1,0,0,5,5,12,1.5,0,0.75,0.75,1,0,0
337,2,0,0,1,1,3,2,2,1,1,1,1,1,4,2,0,2.5,0,0.6666666666666666,0.6666666666666666,0,1,0
338,1,0,0,1,1,3,3,3,1,1,1,1,0,5,1,7,1.0,0,1.0,1.3333333333333333,0,1,0
339,2,0,0,0,0,3,2,2,1,1,1,1,0,4,2,4,2.5,0,1.0,0.6666666666666666,0,1,0
340,2,0,0,1,1,2,1,3,1,1,1,1,1,4,3,4,2.0,0,1.3333333333333333,1.0,1,0,0
341,2,0,1,1,1,4,4,4,1,1,1,1,0,4,2,0,2.0,0,1.0,0.6666666666666666,1,1,0
342,1,0,1,1,1,3,4,3,1,1,1,1,1,4,5,11,2.0,0,1.0,0.6666666666666666,0,1,0
343,2,0,0,1,0,2,2,0,1,1,1,1,1,3,4,0,1.5,0,0.3333333333333333,0.6666666666666666,1,1,0
344,2,0,0,1,1,2,3,0,0,1,1,1,0,4,3,4,1.5,0,1.0,1.0,0,1,0
345,1,0,0,1,1,3,2,2,2,1,1,1,1,5,1,7,2.5,0,0.75,0.75,0,1,0
346,1,0,1,0,1,4,3,4,0,1,1,1,1,5,4,9,1.5,0,0.6666666666666666,1.0,0,1,0
347,2,0,1,1,1,4,3,4,0,1,1,1,1,5,5,0,2.5,0,1.25,0.75,0,1,0
348,1,0,0,1,1,4,3,1,3,1,1,1,1,4,4,0,2.0,0,0.75,0.75,0,1,0
349,2,1,1,0,1,3,2,2,0,2,1,1,0,2,5,10,5.0,0,1.0,0.2,1,1,0
350,2,1,1,0,1,1,1,2,1,3,1,1,0,5,2,8,3.0,0,1.0,0.5,1,0,0
351,2,1,1,1,1,3,3,1,0,2,1,1,0,4,3,2,2.5,0,0.8,0.4,0,1,0
352,2,1,1,1,1,1,3,0,0,1,0,1,1,4,3,7,2.5,0,1.0,0.3333333333333333,1,1,0
353,2,1,1,0,1,1,1,2,1,3,1,1,0,4,5,4,3.0,0,1.0,0.25,1,0,0
354,2,1,1,0,1,4,3,3,1,2,1,1,1,4,2,4,2.0,0,1.0,0.4,0,1,0
355,2,1,0,1,1,3,3,3,0,1,1,0,1,5,5,0,1.0,0,1.3333333333333333,0.6666666666666666,0,1,0
356,2,1,0,0,1,4,4,4,2,2,1,1,0,4,5,4,1.5,0,1.0,0.6666666666666666,0,1,0
357,2,1,0,1,0,3,2,3,3,2,1,0,1,1,5,2,1.5,0,1.5,1.0,0,1,0
358,2,1,1,1,1,1,1,2,1,2,1,1,1,3,3,4,1.5,0,0.6666666666666666,0.3333333333333333,0,1,0
359,1,1,0,1,1,1,1,0,0,2,1,1,0,5,4,0,1.0,0,0.6666666666666666,1.0,0,1,0
360,2,1,0,0,0,1,4,0,0,3,1,0,1,4,5,0,2.5,0,1.3333333333333333,0.6666666666666666,0,1,0
361,2,1,1,0,1,1,1,0,2,2,0,0,0,4,5,2,2.5,0,0.75,0.5,1,1,0
362,2,1,0,1,1,3,3,3,2,2,1,1,1,4,3,0,2.0,0,0.6666666666666666,0.6666666666666666,0,1,0
363,1,1,0,1,1,4,4,0,0,1,1,1,1,2,1,0,1.0,0,1.3333333333333333,0.6666666666666666,0,1,0
364,2,1,0,0,1,1,2,2,0,2,1,0,0,3,3,0,1.5,0,1.0,1.0,0,1,0
365,2,1,1,0,1,1,3,0,0,2,1,0,0,3,3,4,3.0,0,1.3333333333333333,0.6666666666666666,0,1,0
366,2,1,1,1,1,4,4,4,2,2,1,1,1,4,5,0,2.0,0,1.0,1.5,0,1,0
367,2,1,0,0,1,1,1,2,3,3,1,1,1,5,1,0,1.5,0,0.5,0.5,1,1,0
368,2,1,0,1,1,2,3,0,0,2,1,1,1,5,4,0,1.5,0,1.5,0.5,0,1,0
369,2,1,0,0,1,4,4,2,2,3,1,1,1,3,5,10,3.0,0,1.0,1.0,0,1,1
370,2,1,0,1,1,3,2,3,1,2,1,0,1,3,3,4,1.0,0,1.0,1.0,1,0,0
371,2,1,1,0,1,1,2,0,2,3,0,1,1,4,3,3,2.5,0,1.0,0.3333333333333333,0,1,0
372,2,1,0,1,1,2,2,2,1,1,1,0,1,3,3,8,1.0,0,0.75,0.75,0,1,0
373,2,1,0,0,1,1,2,2,0,1,1,1,0,3,1,14,2.0,0,1.0,0.2,0,1,0
374,0,1,0,0,1,4,4,2,3,2,1,1,0,5,1,0,1.0,0,1.0,0.75,0,1,0
375,2,1,0,0,1,1,1,2,1,4,1,1,0,4,4,2,1.5,0,0.6666666666666666,1.0,0,1,0
376,1,1,0,1,1,4,2,1,0,2,1,1,1,5,3,4,1.0,0,0.75,0.75,1,0,0
377,2,1,0,0,1,4,4,4,0,1,1,1,0,5,2,4,3.5,0,0.75,0.5,0,1,0
378,1,1,0,1,1,3,3,2,1,1,1,1,1,4,1,0,1.5,0,3.0,2.0,0,1,0
379,2,1,0,0,1,3,1,0,3,1,1,1,0,4,1,17,2.5,0,0.8,0.4,0,1,0
380,1,1,1,1,1,4,4,4,1,1,1,1,0,3,2,4,2.5,0,2.0,1.0,0,1,1
381,2,1,1,0,1,2,1,2,2,2,1,1,1,4,5,5,2.0,0,0.75,0.25,0,1,0
382,2,1,1,1,1,2,3,2,1,2,1,1,0,4,3,2,1.0,0,0.75,0.5,0,1,0
383,2,1,1,0,1,1,1,2,2,2,1,0,0,4,5,0,2.0,0,0.6666666666666666,0.3333333333333333,1,1,0
384,2,1,1,0,1,4,2,2,1,2,1,0,0,5,3,14,3.5,0,0.75,0.25,1,1,0
385,2,1,0,0,1,2,2,0,2,2,1,0,0,5,4,2,2.0,0,1.0,1.0,0,1,0
386,2,1,0,0,1,4,4,4,3,3,1,1,1,4,5,7,2.0,0,0.75,0.25,0,1,0
387,2,1,0,0,1,2,3,3,0,1,1,1,0,5,5,0,1.5,0,0.5,0.75,1,1,0
388,2,1,0,1,1,3,1,4,0,1,1,1,0,4,1,0,1.0,0,1.3333333333333333,0.6666666666666666,0,1,0
389,2,1,0,1,1,1,1,2,0,2,1,0,0,1,5,0,1.0,0,1.0,2.0,1,1,0
390,2,1,1,1,0,2,2,3,0,1,1,0,0,5,4,11,4.5,0,0.8,0.4,1,0,0
391,1,1,1,1,1,3,1,3,0,2,1,1,0,2,2,3,3.5,0,1.25,0.25,0,1,0
392,2,1,1,0,1,1,1,2,0,1,1,0,0,5,3,3,3.0,0,0.6,0.2,1,0,0
393,2,1,1,0,1,3,2,3,0,3,1,1,0,4,5,0,3.5,0,0.25,0.25,0,1,0
394,2,1,1,1,1,1,1,2,0,1,1,1,0,3,5,5,3.0,0,1.5,0.5,0,1,0
